1001,현대카드 MY BUSINESS M3 Edition2,비즈니스,MY BUSINESS 사업지원서비스,"AI 세금신고
- 부가세, 종합소득세 등 세금신고 자동화서비스 제공
- 국세청에 등록된 사업용 신용카드 데이터를 수집하여 누락 없는 세금신고 가능
- AI 세금신고 자동화서비스 이용요금 건당 3만3천원(그 외 부가서비스는 무료)

부가세신고 지원
- 매입세액공제 대상 분류
  * 현대카드 MY BUSINESS 이용내역 중 매입세액공제 대상 분류
- 매출·매입내역 증빙
  * 전자세금계산서, 현금영수증, MY BUSINESS 카드 이용내역을 수집하여 매출·매입내역 합계표 제공

전자세금계산서
- 비즈플레이에서 제공하는 전자세금계산서 월 250건까지 무료,
  * 이후 초과 발급 시 건당 200원 이용요금 부과

간편장부
- 매출·매입내역 수집 후 간편장부 기능 제공

세무상담
- 전문 세무사와 온라인 무료 상담

사업장 매출분석
- 현대카드 회원의 이용내역을 기준으로 MY BUSINESS 회원의 가맹점 매출 현황 및 방문 고객 분석자료 제공

상권분석
- K텔레콤 지오비전 심층상권분석 보고서를 현대카드 MY BUSINESS로 결제 시 최초 1회에 한하여 무료, 이후 건당 3만원 이용요금 부과

사업 관련 지식·정보
- 분야별 전문가들의 사업 노하우 제공
- 해외 소상공인 사업정보 제공
- 사업 아이템별 현황 및 특성 분석자료 제공

장기카드대출(카드론)
- 현대카드 MY BUSINESS 회원이 장기카드대출(카드론) 이용 시 초기 1회 차 9.5% 우대 이자율 적용
- 3개월 단위로 카드 이용 실적 및 가맹점 매출에 따라 4%p까지 할인 이자율 적용

사업체명 인쇄
- MY BUSINESS 카드 플레이트 전면에 사업체명을 인쇄해 드리는 서비스
- 사업체명 인쇄 서비스는 선택사항으로써 카드 발급 신청 시에 기재
- 카드 신청 시 8자 이내로, 인쇄하고자 하는 사업체명을 작성
- 국문, 영문, 숫자만 표기 가능

유의사항
- 장기카드대출(카드론) 대출 이자율 5.5~23.5%
- MY BUSINESS 카드 이용내역 중 온라인 PG결제 대행내역 및 가맹점 정보 확인 불가내역은 매입세액 공제대상 분류 제외
- 매출·매입내역 증빙을 위한 정보 수집은 회원 본인이 비즈플레이에서 직접 설정 후 이용 가능하며 국세청 및 여신금융협회에서 확인 가능한 대상에 한함
- 사업장 매출분석은 현대카드 가맹점주 사업자에 한하여 이용 가능
- 장기카드대출(카드론) 할인 이자율 적용 기준
- 장기카드대출(카드론) 이용 조건 및 혜택은 이용 실적, 신용 상태에 따라 차등 적용
  * 카드 이용 실적 : 카드 이용 한도 사용률 50% 이상 시 1%p, 70% 이상 시 2%p 적용
  * 가맹점 매출 : 현대카드 가맹점 중 3개월간 월평균 매출액 2천만원 이상 시 1%p, 5천만원 이상 시 2%p 적용
- 부가세신고 지원, 전자세금계산서, 간편장부, 세무상담은 비즈플레이에서 제공하며 상권분석서비스는 SK텔레콤에서 제공
- 사업장 홍보 문자메시지 서비스는 2016년 9월 30일까지 제공되며 이후 이용 불가
- 자세한 내용 및 서비스 이용 방법은 현대카드 MY BUSINESS 홈페이지(mybusiness.hyundaicard.com) > 사업지원서비스 참고
- 사업지원서비스 관련 문의 : 현대카드 MY BUSINESS 고객센터(1588-0101)
- AI 세금신고 관련 문의 : 널리소프트 고객센터(02-1588-5368)
- 부가세신고 지원 관련 문의 : 비즈플레이 고객센터(1670-9737)"
1001,현대카드 MY BUSINESS M3 Edition2,적립,"업종별 0.5~2% 적립
월 200만원 이상 이용시 2배 / 월 100만원 이상 이용 시 1.5배 적립","업종별 0.5~2% 적립
월 200만원 이상 이용 시 2배
월 100만원 이상 이용 시 1.5배 적립
- 당월 이용금액 50만원 이상 이용 시 포인트 적립
- 신규발급 시 발급일 포함 2회차 결제일자에 포함되는 이용건까지 50만원 미만 이용 시에도 업종별 적립률 제공
- M포인트 적립 실적기준은 당월 결제일자에 청구된 본인 + 가족카드의 일시불 및 할부 금액 기준

업종별 적립률
구분
현대카드 자체 업종 구분 기준 기본 적립
50~100만원 미만 X1.5 적립
100만원~200만원 X2 적립
200만원 이상
버스, 지하철, 택시, 영화, 공연, 서점, 커피, 베이커리, PRIVIA(항공 제외), 피자헛, 빕스 등 제휴 외식처 2% 3% 4%
편의점, 보험, 화장품, 이·미용 1% 1.5% 2%
외식, 온라인쇼핑몰, 통신, 의류, 제화, 잡화 0.7% 1.05% 1.4%
백화점, 면세점, 홈쇼핑, 대형할인점, 슈퍼, 가전, 가구, 학원/학교, 병원/약국, 주유, 차량정비, 서비스업종, 호텔/숙박, 항공, 해외 및 공동 가맹점 이용 등 0.5% 0.75% 1%

특별적립률
- 현대 기아차 신차 구매 시 1.5% 적립
- GS칼텍스 주유 시 리터당 60 M포인트 적립
- 맥스무비 온라인 예매 이용금액 4% 적립 (M포인트 사용 시 적립제외 / 18.11.16~19.11.15)

추가 M포인트
- 현대카드 홈페이지를 통해 제휴 온라인쇼핑몰에 접속하여 결제 시 M포인트 추가 적립
- 조건 없이 누구나 가입하고, 자동으로 통장포인트 월 2% 적립 받아 신차 구매 시 사용

실적 기준
- 당월 이용금액은 결제일자에 청구된 현대카드 MY BUSINESS M3 Edition2 본인 + 가족카드의 일시불 및 할부 금액
- 예시 : 결제일이 25일인 경우, 전월 14일 ~ 당월 13일에 이용한 금액을 청구
- 할부, 일부결제금액이월약정(리볼빙) 이용 시 최초 결제일자에 실적포함
- 결제일자 변경, 전표매입 지연, 매출취소, 세이브-오토 등의 경우 실적합산 기간 및 금액이 달라질 수 있음
- 현대카드 MY BUSINESS M3 Edition2 이용실적만 인정되며, 그 외 M계열 카드의 실적은 합산 제외
  (M계열 카드 실적이 합산되는 것이 아닌, 해당 카드상품의 이용실적만 합산)

적립 대상
- 국내 및 해외에서 사용한 모든 카드 이용대금의 입금액
- 1회 이용금액 천원 미만 단위는 제하고 적립
- 입금액 기준으로 적립 (부분 입금 및 연체금액 입금 시에도 포인트 적립)
- 부분 입금 및 결제일 이후 연체금액 입금 시 M포인트 적립 (2010년 7월 1일 결제일부터 시행)
- 부분 입금 시에는 단일 결제건 별로 완납 처리되어야 해당 건 포인트 적립
- 부분 입금 시 현행 입금공제 순서에 따라 입금 인정되며, 입금 인정된 금액에 한하여 M포인트 적립
- 입금공제순서(우선순위 순)
 ① 전월 미납금 > 당월 납부금
 ② 지연 배상금 > 수수료 > 할부 > 일시불 > 단기카드대출(현금서비스)
 ③ 최초 이용액부터 순차적으로 입금액 인정
- 연체대금 입금액에 대한 M포인트는 입금 완료된 날로부터 10일 이후 확인 가능

적립 제외
- 장기카드대출(카드론), 단기카드대출(현금서비스), 연회비, 제수수료, 이자, 지방세ㆍ국세 등 세금 납부 건
- 도시가스요금, 대학·대학원 등록금 납부 결제 건, 자동납부서비스 이용수수료
- 당사 모든 할인서비스 및 무이자할부 이용금액

적립 시기
- 결제일 또는 이용대금 입금 완료된 날로부터 2~10일 이내 적립
- 부분입금 및 연체금액 입금 포함
- 포인트 조정 및 참여시간의 전송누락 등에 따라 최장 40일 정도 소요될 수 있음
- 선입금하는 경우, 원 결제일로 부터 2~10일 이내 적립
- 세이브-오토 이용 회원의 경우 적립 시기 상이

적립 기준
- 카드 보유 회원의 주민등록번호 기준으로 적립
- M포인트 적립카드 2종 이상 소유 시, 각 카드별 M포인트 적립금액은 보유 회원의 주민등록번호 1개로 합산하여 적립
- 가족카드 이용 시 본인 및 가족 회원 각각의 주민등록번호로 별도 적립
- 가족카드 이용 시 본인 및 가족 회원의 M포인트를 상호 양도하여 사용 가능
- 양도방법 : 현대카드 홈페이지 로그인 또는 고객센터(1577-6000) 연결 후, M포인트 양도 신청

적립한도
- 1회 및 연간 적립한도 제한 없음
- 이용금액에 따라 횟수 제한없이 적립, 일부 특별 적립처는 별도 기준 적용
- 단, 적립 대상 이용금액에 한해 적립(자세한 내용은 적립 대상 및 적립 제외 내용 참고)

유효기간
- 최초 M포인트 적립월로부터 60개월(5년)간 유효하며, 미사용한 포인트는 적립 60개월 경과 후 선입선출에 의거 월 단위로 자동 소멸
- M포인트 유효기간은 청구서 내 명시
- 유효기간 만료 및 만료 예정 M포인트는 현대카드 홈페이지에서 조회 가능
- 유효기간 만료에 따른 M포인트 자동 소멸은 해당 월 첫 번째 일요일에 일괄 처리(자동 소멸 전일(토요일)까지 M포인트 사용 가능)
- M포인트 사용 시 우선 적립된 순서대로 소진

정지(연체 등)/해지/탈회 회원
- 정지(연체 등)/해지/탈회 등 카드 이용계약 종료 시 회원의 잔여 M포인트는 기존에 부여된 유효기간까지 유지되며, 예외적으로 유효한 카드가 없는 경우에도 카드사가 정한 일부 사용처에서 사용 가능
- 카드 해지 시 잔여 M포인트는 H-Coin으로 전환하여 회원의 선택에 따라 미상환 카드대금을 결제하거나, 회원의 카드대금 출금계좌로 입금 가능
- 잔여 M포인트 유효기간 내 회원이 재가입하여 카드 사용이 정상일 때, 해당 잔여 M포인트도 사용 가능
- 기타 포인트 소멸과 관련된 내용은 현대카드 개인회원 약관 제15조 제1항에 따름

유의사항
- 상기 업종별 적립 포인트는 대표가맹점 업종에 따른 예시이므로 실제 적립내역과 다를 수 있습니다.
- 당사 모든 할인서비스 및 무이자할부 이용금액은 M포인트 적립 제외되며 상세 내용은 'M포인트 적립 및 관리 기준 안내'를 참고하세요.
- 공동가맹점이란?
  * 가맹점 사정에 따라 일부 가맹점의 경우 현대카드와 가맹점 계약 체결이 없을 수도 있습니다.
  * 이 경우에도 [가맹점 공동 이용제도]에 따라 회원에 대한 거래 승인을 일반 가맹점과 동일한 방법으로 신용카드 조회기를 이용하여 거래 승인을 받을 수 있습니다.
  * 공동가맹점 이용제도 : 여러 신용카드 가맹점에 가입하지 않고 1개 이상의 카드사에만 가맹점으로 가입 하면 국내에서 발행된 모든 신용카드에 대하여 신용판매 할 수 있는 제도
- 약관 제15조 제3항에 따라 회원에게 제공되는 M포인트 적립/사용서비스는 당사의 영업정책이나 제휴사의 사정에 따라 변경 또는 중단될 수 있으며 그 내용은 사전에 공지하여 드립니다."
1001,현대카드 MY BUSINESS M3 Edition2,프리미엄 서비스,현대카드 플래티넘서비스,"커피전문점 건당 500원 할인
- 스타벅스, 커피빈, 탐앤탐스, 엔제리너스, 투썸플레이스 커피 전문점 건당 500원 할인
- 본인+가족 포함 일 1회/연간 30회 한도

CGV, 메가박스 3,000·6,000원 할인
- 본인+가족 포함 월 1회/연간 6회 한도
- 3,000원 초과 1만원 이하 결제 시 3,000원, 1만원 초과 결제 시 6,000원 할인
- 극장 내 매점 이용 시 영화 할인서비스가 적용될 수 있으니 유의

롯데, 신세계 프리미엄 아웃렛 10% 할인
- 본인+가족 포함 월 1회/연간 2회 한도, 건당 1만원 한도
- 롯데 프리미엄 아웃렛 : 파주점, 김해점, 이천점
- 신세계 프리미엄 아웃렛 : 여주점, 파주점, 부산점
유니클로, ZARA, H&M 10% 할인
- 본인+가족 포함 월 1회/연간 2회 한도, 건당 1만원 한도
- 온라인 구매 시 할인 적용 불가

서울 및 대도시 제휴 주차장 주말 무료 주차
- 본인+가족 포함 일 1회/연간 20회 한도, 주말(공휴일 포함) 무료 주차에 한함
- 주말 무료 주차 서비스는 주차당일 주차장별 운영시간 내 입·출차 시에만 적용
- 주차장별 공사, 행사 등의 사정에 따라 부득이하게 무료 주차 서비스 제공이 불가할 수 있음
- 김해공항/울산공항/서울스퀘어 주차장은 유인정산기 이용 시에만 서비스 이용 가능(무인정산기 이용 시 서비스 불가)
- 김포공항 문화주차장 이용 시 공항까지 셔틀 운행(5 ~ 10분 간격)
- 국회의사당 뒤 둔치 주차장과 서강대교 남단 주차장은 여의도 한강공원 내 제휴 서비스 대상이 아니므로 유의
  * 표시 주차장은 리프트형으로 일부 차량 및 대형차는 주차 불가(전화로 확인 후 이용)

푸본현대생명 ZERO 보험상품 5% 청구 할인
 본인+가족 포함 월 1건 / 연간 12회, 3만원 한도
- 2개 이상의 ZERO 보험 상품 결제 시 1건에 대해서만 연간 한도 내에서 할인
- 푸본현대생명 ZERO 보험에 한해 서비스 제공

유의사항
- 당월 이용금액(결제일자에 청구된 금액) 중 본인 + 가족카드의 일시불 및 할부금액 50만원 이상일 경우 익월 1일부터 말일까지 이용 가능(예: 결제일이 25일인 경우, 전월 14일~당월 13일에 사용한 금액)
- 이용금액 중 장기카드대출(카드론), 단기카드대출(현금서비스), 연회비, 제수수료, 이자 등의 이용금액은 제외
- 할부, 일부결제금액이월약정(리볼빙) 이용 시 최초 결제일자에 실적 포함
- 결제일자 변경, 전표매입 지연, 매출 취소, 세이브-오토(선지급 포인트 서비스)등의 경우 실적합산 기간 및 금액이 달라질 수 있음
- 해당카드 이용실적만 인정되며, 그 외 카드의 실적은 합산 제외
- 신규 발급 시 발급월 포함 3개월간 이용금액 무관하게 혜택 제공(이마트 Platinum카드 주말 무료 주차 서비스는 제외)
- 신규 가맹점의 경우 할인 적용이 안 될 수도 있으니, 할인이 안 될 경우 고객센터에 문의
- 모든 가맹점은 현대카드 가맹점 등록 기준이며, 백화점·할인점 내 입점매장은 서비스 제외
- 할인서비스는 결제한 순서가 아닌 현대카드로 전표가 접수되는 순서에 따라 적용

비자/마스터/유니온페이 플래티넘서비스
- 외식: 국내 특급호텔 F&B할인
- 여행: 국내 특급호텔 객실 할인 및 우대서비스
- 쇼핑: 면세점 할인
- 자동차: 국내 특급호텔 및 인천국제공항 무료 발레파킹, 렌터카 서비스
  * 발레파킹 및 인천국제공항 라운지서비스에 대한 자세한 내용은 이벤트 페이지를 참고해 주시기 바랍니다.

유의사항
- 당월 결제일자에 청구된 본인 + 가족카드의 일시불 및 할부금액이 50만원 이상일 경우 익월 1일부터 말일까지 이용 가능(예: 결제일이 25일인 경우, 전월 14일~당월 13일에 사용한 금액)
- 이용금액 중 단기카드대출(현금서비스), 장기카드대출(카드론), 연회비, 제수수료, 이자 등의 이용금액은 제외
- 할부, 일부결제금액이월약정(리볼빙) 이용 시 최초 결제일자에 실적포함
- 결제일자 변경, 전표매입 지연, 매출 취소, 세이브-오토 등의 경우 실적 합산 기간 및 금액이 달라질 수 있음
- 해당 카드 이용실적만 인정되며, 그 외 카드의 실적은 합산 제외
- 신규발급 시 발급월 포함 3개월간 이용금액 무관하게 혜택 제공
- 비자 플래티넘서비스 관련 문의는 비자 고객센터(00308-44-0051)로 문의
(M2·M3·T3 Edition2, X2, X3 Edition2, (구)X2 고객에 한해서만 고객센터 이용이 가능하며, 서비스 예약 대행은 불가)
- 호텔 무료 발레파킹 서비스는 호텔 객실 및 식음료업장 이용 시에만 제공
- 부산지역 호텔(노보텔 부산, 부산 해운대 그랜드)은 여름 성수기, 국제행사(IDB, BIFF, 코마린등), 연말 등 일부 기간에는 서비스 이용이 제한될 수 있음
- 공항라운지 서비스의 경우 라운지가 만석일 경우 입장이 제한될 수 있음
- 서비스 내용은 매년 업데이트되며, 서비스별 이용 기간, 방법, 조건건 등이 상이할 수 있으니 반드시 비자/마스터/유니온페이 홈페이지 참고 후 이용"
1002,Mobile x LOCA 롯데카드,통신,통신요금 최대 2만원 할인,"할인율 및 할인한도
- 혜택기간 13개월 미만
  * 지난달(1일~말일) 이용금액 40만원 이상~70만원 미만 : 1만 5천원 할인 (할인한도 1만 5천원)
  * 지난달(1일~말일) 이용금액 70만원 이상: 2만원 할인 (할인한도 2만원)
- 혜택기간 13개월 이상
  * 지난달(1일~말일) 이용금액 70만원 이상: 10% 할인 (할인한도 1만원)"
1002,Mobile x LOCA 롯데카드,모든가맹점,국내 모든 가맹점 최대 1% 할인,"할인율 및 할인한도
- 혜택기간 13개월 이상
  * 지난달(1일~말일) 이용금액에 상관없이 0.5%할인 (할인한도 없음)
  * 지난달(1일~말일) 70만원 이상 : 1%할인 (할인한도 없음)"
1002,Mobile x LOCA 롯데카드,기타,L.POINT,"L.POINT
- 롯데멤버스㈜ 고객정보 제공에 동의하신 회원만 L.POINT 회원가입이 가능합니다.
- L.POINT는 L.POINT 제휴사 이용 시 결제금액에 따라 적립받고, 현금처럼 사용 가능한 포인트 입니다.
- MobileXLOCA카드로 결제 시, 롯데카드가 제공하는 L.POINT 적립 서비스가 제공되지 않습니다.
- 다른 L.POINT 제휴사가 제공하는 L.POINT는 적립 가능합니다.
- L.POINT의 사용과 적립에 관한 자세한 내용은 L.POINT홈페이지 (www.lpoint.com)에서 확인할 수 있습니다."
1002,Mobile x LOCA 롯데카드,유의사항,꼭 확인하세요!,"실적 제외매출
- 국세, 지방세, 도시가스비, 공과금, 건강보험, 국민연금, 고용보험, 산재보험, 초·중·고교납입금, 대학등록금, LH·SH공사 공공임대료, 부동산 임대료, 장애인 고용부담금, 아파트관리비, 오토·스마트 캐시백 신청 이용금액, 기프트·선불카드 충전 및 구매, 포인트 충전, 상품권 (모바일상품권 포함)구매, 대중교통(버스, 지하철), 택시, 고속도로 통행요금, 고속버스, 무승인전표(자판기, 터널통행료, 항공 기내 이용), 벌금, 과태료, 민원 발급 수수료, 관세 납부, 인지세, 송달료, 모든 무이자 할부 이용금액, 단기카드대출 (현금서비스), 장기카드대출(카드론), 연회비, 이자 및 각종 수수료

실적 기준
- 발급월 기준 최대 12회까지 통신요금 할인 한도 최대 2만원 제공되며,12회 지급 이후 시점부터 통신요금 10%(최대 1만원 한도) 할인과 국내모든 가맹점에서 최대 1% 할인이 적용됩니다.
- 통신요금 자동 이체는 전월 실적 40만원 이상 기준과 함께 통신요금 할인의 필수 조건입니다. (1회성 즉시 결제건은 할인 불가)
- 발급월 기준 익월까지 조건 충족시 최대 12회 할인 가능하며 발급월 기준 익월 이후 조건 충족시 차월만큼 혜택 횟수가 줄어듭니다.
- 조건 충족 기준 : 통신요금 자동이체+ 전월 40만원 이상
- 취소 매출은 실제 승인된 달의 실적에서 제외하며, 실적에 포함된 매출을취소하는 경우 실적 금액 및 할인 혜택이 변경될 수 있습니다.
- 할부 이용 시에는 전체 할부 이용 금액이 승인된 달의 실적에 포함됩니다.
- 해외 이용 금액은 롯데카드에 접수되는 일자를 기준으로 실적에 포함됩니다.
- 이동통신 자동납부 건은 한 달 동안 이용한 금액이 다음 달에 결제되며, 롯데카드에 접수되는 일자를 기준으로 실적에 포함됩니다.

혜택 기간
- 발급월에 실적 달성시 발급월로 부터 12개월 혜택 제공
- 발급월에 실적 미달성시 발급월의 익월부터 12개월 혜택 제공
  * 미 달성월 발생시 해당월 만큼 혜택 횟수 차감
- `21년 1월 발급 하여 4월에 최초 조건을 충족한 경우 혜택 기간은 `21년 2월~`22년 1월까지로 조건 미 달성된 2개월(2~3월)혜택이 줄어든 총 10회 혜택이 적용됩니다.
- Mobile X LOCA 롯데카드를 처음 발급받으신 경우, 발급월+1개월까지 이용실적에 관계없이 15,000원 할인한도가 제공됩니다. 단, 70만원이상 이용 시 해당 이용실적 구간의 할인금액이 제공됩니다.

유의사항
- 추가적인 혜택(포인트 및 할인혜택 등)에는 제공조건 및 한도 등이 적용됩니다. 자세한 내용은 롯데카드 홈페이지(www.lottecard.co.kr)를 참고하시기 바랍니다.
- 카드 이용시 제공되는 추가적인 혜택은 카드 신규 출시 이후 3년 이상 축소 · 폐지없이 유지됩니다.
- 상기에도 불구하고, 다음과 같은 사유가 발생한 경우 카드사는 추가적인 혜택을 변경할 수 있습니다.
① 카드사 또는 제휴업체의 휴업 · 도산 · 경영위기, 천재지변, 금융환경의 급변, 또는 그 밖에 이에 준하는 사유에 따른 불가피한 변경
② 카드사가 부가서비스 혜택 유지를 위해 노력했음에도 불구하고 제휴업체가 일방적으로 변경을 통보함에 따른 불가피한 변경
  * 단, 다른 제휴업체를 통해 동종의 추가적인 혜택 제공이 가능한 경우는 제외
③ 카드 신규출시 이후 3년 이상이 경과하였고, 카드의 수익성 유지가 어려운 경우
- 카드사가 부가서비스를 변경하는 경우에는 변경 사유, 변경 내용 등을 사유발생 즉시 홈페이지에 게시하고 개별 고지하여 드립니다. 특히, 해당카드의 수익성 유지가 어려워 변경하는 경우에는 6개월 전부터 매월 개별 고지해 드립니다.
- 개별고지방법: 카드이용대금 명세서, 우편, 이메일, 휴대폰 문자메시지 또는 그 밖에 이와 유사한 방법 중 하나
- 결제일 카드대금 납부 : 결제계좌 개설기관의 영업 마감시간(16시) 이후 결제계좌에 입금된 금액은 개설기관의 사정에 따라 당일 출금되지 못하여 연체로 처리될 수 있으니 유의하시기 바랍니다. 자동납부 업무 마감시간 이후 무통장, 가상계좌 입금을 통해 당일 결제가 가능합니다.
  * 세부내용 홈페이지/모바일 앱 참조
- 카드 신청 전 상품설명서 및 약관의 내용을 읽어보시기 바랍니다."
1003,신한카드 Love Platinum#,쇼핑,"전국 유명 백화점, 할인점, 온라인 쇼핑몰 5% 할인
전국 유명 백화점 및 할인점 상시 2~3개월 무이자 할부","전국 유명 백화점, 할인점, 온라인 쇼핑몰 5% 할인
- 백화점: 현대, 롯데, 신세계, 갤러리아
- 할인점: 이마트, 롯데마트, 홈플러스
- 쇼핑몰: GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑
※ 할인 전 승인액 기준 건당 10만원 한도(월 횟수 제한 없음)
※ 이마트 에브리데이/메트로, 홈플러스 익스프레스, 롯데슈퍼 등 슈퍼슈퍼마켓(SSM) 및 상품권 구매 시 할인 적용이 불가합니다.
※ 백화점, 할인점 혜택의 경우 온라인 매장은 제외됩니다.

전국 유명 백화점 및 할인점 상시 2~3개월 무이자 할부
- 백화점: 롯데, 현대, 신세계, 갤러리아
- 할인점: 이마트, 홈플러스, 롯데마트
- 해당 매장에서 2~3개월 할부로 결제 시 자동으로 무이자 적용하여 청구됩니다.
※ On-line 매장 결제 시, 서비스 적용이 제외됩니다."
1003,신한카드 Love Platinum#,주유,GS칼텍스 60원/L 할인,"주유 할인 서비스
- GS칼텍스 리터당 60원 할인(LPG 서비스 제외)
- 할인액 산정방법= 주유이용금액×리터당 할인금액(60원)/기준유가
- 기준유가: GS칼텍스가 통보한 휘발유가입니다.
- 일 2회 한도, 할인전 승인액 기준 건당 10만원, 월 30만원 한도입니다.
- 기준유가는 GS칼텍스 고시 휘발유가이며, 각 주유소별 유가 차이 및 유류에 따라 할인금액의 차이가 발행할 수 있습니다.(등유, 경유도 휘발유 기준 적용)"
1003,신한카드 Love Platinum#,푸드,"불고기브라더스, 제일제면소 30% 할인
아웃백, 카페마마스, 스타벅스 20% 할인","유명 패밀리 레스토랑, 커피숍 최대 30% 할인
- 불고기브라더스, 제일제면소 30% 할인
- 아웃백, 카페마마스, 스타벅스 20% 할인
 - 레스토랑 할인 전 승인액 기준 건 당 10만원, 스타벅스 할인 전 승인액 기준 건 당 1만원 한도
- 월횟수 제한 없음
- 스타벅스, 제일제면소, 카페마마스의 경우 대형 할인점, 백화점, 공항 등 입점 매장 서비스 적용 불가합니다.
- 단품 메뉴에 한하며 세트 및 행사 메뉴 서비스는 적용할 수 없습니다.(단, 불고기브라더스 세트 메뉴 할인 가능)
- 타 쿠폰 및 카드(통신계 카드 등)와 중복 할인 될 수 없습니다.
- 상품권 구매 또는 선불카드 충전 시 서비스를 적용 할 수 없습니다.
- 카페마마스의 경우 오프라인 매장 직접 결제 시, 서비스 적용됩니다."
