Open,High,Low,Close,Adj Close,Volume
276027.78125,277077.4375,272564.03125,275383.03125,275383.03125,13561444380
275452.5,282834.96875,273478.0,282751.4375,282751.4375,21319578492
282884.90625,284417.34375,276570.28125,277311.03125,277311.03125,21745120680
277074.40625,278929.75,275004.34375,276832.0625,276832.0625,20192624508
276705.21875,276637.375,266658.34375,267350.84375,267350.84375,32828173632
267055.15625,269536.125,261223.703125,266681.4375,266681.4375,23686862835
266701.15625,267234.84375,254418.703125,258017.265625,258017.265625,31566870720
257956.046875,261804.359375,255943.90625,258541.875,258541.875,17886508992
258523.296875,259827.1875,255200.6875,257973.53125,257973.53125,13532541960
257751.78125,260225.703125,244390.953125,247263.5625,247263.5625,34330226346
247452.921875,246528.703125,235945.65625,239185.75,239185.75,34617482220
239091.890625,244895.671875,239038.015625,244895.671875,244895.671875,24685084200
244987.59375,248870.28125,244091.9375,247679.421875,247679.421875,26878883386
247681.578125,248317.234375,240001.421875,241334.40625,241334.40625,22121183142
241303.0,242887.109375,239162.328125,241847.640625,241847.640625,14010219810
241955.921875,245092.765625,240583.125,240924.4375,240924.4375,16258069880
240937.421875,244594.890625,240134.71875,243034.109375,243034.109375,19869687165
243027.609375,254610.46875,242624.140625,254610.46875,254610.46875,27031441380
254970.84375,256955.984375,252870.84375,253631.34375,253631.34375,25829183532
253498.109375,255653.125,252391.28125,255532.671875,255532.671875,18409953400
255000.984375,254902.203125,247283.75,248703.296875,248703.296875,23065717493
248667.8125,250093.78125,243400.546875,243457.546875,243457.546875,15009433308
243479.046875,244053.3125,231073.34375,236255.890625,236255.890625,31163102916
236254.8125,249223.390625,234034.609375,245086.09375,245086.09375,41232134340
244747.25,245880.9375,237876.328125,240264.546875,240264.546875,22838934960
239983.703125,242524.125,238350.640625,241560.359375,241560.359375,20257510240
241437.34375,257788.953125,240292.515625,254387.203125,254387.203125,36431086850
254165.28125,257146.53125,250789.203125,250789.203125,250789.203125,20332189486
251072.328125,254731.3125,251072.328125,253870.046875,253870.046875,13546112010
253816.03125,262850.0,252954.765625,259526.546875,259526.546875,19969004475
259524.390625,262068.453125,257141.578125,258072.515625,258072.515625,22915329448
257893.28125,258273.34375,251237.90625,255114.578125,255114.578125,25853956804
255252.859375,255393.953125,247652.0,248065.75,248065.75,31941453504
247936.203125,261325.015625,248913.703125,259417.921875,259417.921875,31768842420
259275.828125,267777.25,257160.625,265076.65625,265076.65625,29832984045
264974.46875,269360.46875,260485.203125,262868.96875,262868.96875,21512075595
262757.0,265299.46875,259626.46875,261105.640625,261105.640625,16319754060
261108.890625,267690.625,261326.78125,265577.09375,265577.09375,22912794333
265562.84375,266513.3125,262694.71875,263605.34375,263605.34375,21081473754
263918.0,266046.78125,256633.875,258182.78125,258182.78125,29687464225
258004.75,259008.28125,254630.625,258098.609375,258098.609375,26595064095
258126.9375,258918.078125,256517.65625,257404.625,257404.625,17690128902
257446.875,257504.296875,254902.125,255831.625,255831.625,12013804701
255676.703125,257859.609375,255676.703125,256624.703125,256624.703125,12066352253
256716.796875,257394.203125,253258.203125,253951.0,253951.0,18279116396
253851.875,255077.078125,253739.9375,253919.34375,253919.34375,15591035187
253856.9375,257454.296875,253973.625,256560.953125,256560.953125,16992457202
256558.765625,257981.0,255862.265625,257118.015625,257118.015625,16506775428
257092.890625,263863.46875,256203.640625,263486.3125,263486.3125,29602578810
263418.34375,264228.46875,261669.78125,261868.203125,261868.203125,16011023350
261982.21875,265273.21875,261801.34375,263937.5,263937.5,12605748120
263909.03125,264315.6875,259330.484375,260050.390625,260050.390625,15819412325
260043.8125,262978.65625,260079.046875,262435.25,262435.25,18178861500
262378.8125,263637.90625,262880.5625,263013.96875,263013.96875,20879684280
262985.15625,263399.59375,261353.734375,263062.3125,263062.3125,15324026576
263027.96875,263103.125,261133.375,263653.125,263653.125,16463308050
263648.65625,263649.78125,258037.484375,259481.96875,259481.96875,15677784186
259248.4375,259378.5625,255225.46875,256383.328125,256383.328125,16407017732
256431.21875,257319.59375,246751.6875,248531.28125,248531.28125,29087254830
248495.609375,251013.828125,247730.296875,250092.625,250092.625,22659774630
250018.40625,251661.1875,247469.515625,249963.453125,249963.453125,19645693460
249850.59375,252053.234375,249257.828125,249616.53125,249616.53125,16388693275
249427.375,253355.328125,248128.1875,252742.5625,252742.5625,20287200010
252802.125,253604.3125,252098.78125,253491.96875,253491.96875,12506685510
253466.125,254138.0,250274.203125,250417.9375,250417.9375,14963888320
250415.703125,256738.09375,249780.234375,255448.421875,255448.421875,26136817416
255503.1875,258400.5625,255485.609375,256561.25,256561.25,31758874372
256501.875,255565.828125,253175.453125,253914.125,253914.125,17650351800
253971.828125,255908.734375,254480.40625,255303.328125,255303.328125,16022519040
255303.328125,256819.859375,254537.4375,255413.40625,255413.40625,15567777266
255344.546875,258378.65625,254556.046875,258101.0,258101.0,14776600074
258145.4375,260828.59375,257659.0,259440.578125,259440.578125,13514976651
259306.15625,265180.0,259868.703125,264185.53125,264185.53125,22212744034
264120.8125,281570.90625,263866.34375,280452.9375,280452.9375,46514309720
280372.46875,287397.96875,275264.40625,277455.59375,277455.59375,48814837784
277615.84375,277800.34375,270102.125,274963.5,274963.5,34209576048
275003.25,277851.625,268702.03125,269604.75,269604.75,26414553660
269520.96875,270951.625,265219.09375,270272.6875,270272.6875,22714247820
270149.21875,270285.90625,266602.34375,268931.1875,268931.1875,11686750187
268958.75,272721.09375,267947.25,271609.96875,271609.96875,19456088400
271540.6875,273147.28125,268610.90625,269932.4375,269932.4375,16694206978
269916.9375,269972.375,266723.90625,266723.90625,266723.90625,19234973753
266557.59375,270074.1875,266733.03125,269766.6875,269766.6875,17925003417
269550.03125,273474.1875,271148.0625,273300.28125,273300.28125,15688787825
273249.78125,281989.78125,272765.125,281598.25,281598.25,22987184770
281558.96875,281802.4375,277608.59375,279427.6875,279427.6875,16986657840
279102.25,287846.03125,280076.21875,287664.90625,287664.90625,38878694816
287633.5625,299279.78125,286557.15625,294227.59375,294227.59375,49807937934
294532.9375,296674.4375,286461.78125,290646.03125,290646.03125,30376900134
290568.5,293576.15625,284330.375,286533.96875,286533.96875,24177999015
286586.6875,287851.6875,284158.84375,287506.46875,287506.46875,21348310080
287680.3125,293250.1875,285110.71875,292609.71875,292609.71875,17519840640
292518.875,307885.9375,290159.03125,304855.25,304855.25,49505611515
303952.75,312260.65625,300942.96875,302726.0,302726.0,55311438700
303775.875,306634.3125,299845.4375,301878.75,301878.75,32724518400
301623.59375,309904.0,300368.90625,307422.21875,307422.21875,41983621060
307469.875,308806.09375,304050.6875,304763.40625,304763.40625,45620555388
304681.90625,332940.875,304095.71875,321987.21875,321987.21875,113460778000
321971.375,337371.5,320445.59375,331278.5625,331278.5625,46462408980
331306.84375,355328.125,330589.15625,350953.3125,350953.3125,63678424750
350908.125,352273.0,317663.25,331679.875,331679.875,70473373152
331657.15625,338413.09375,327498.25,328381.625,328381.625,32816229648
329045.34375,334757.25,327019.1875,327597.21875,327597.21875,31503216858
327841.3125,333899.5625,315331.4375,318745.59375,318745.59375,56716956120
318747.90625,322061.34375,311693.28125,321163.625,321163.625,31707485052
321001.59375,324674.375,314961.53125,315910.71875,315910.71875,28944511578
315756.75,316794.46875,313166.5,314437.21875,314437.21875,17620109000
314305.03125,322384.84375,313999.53125,322384.84375,322384.84375,26244839612
322270.4375,325125.90625,316164.5,316623.1875,316623.1875,26321691916
316421.1875,321184.5625,316443.625,320654.34375,320654.34375,22427599966
320792.03125,322886.875,319885.71875,320572.96875,320572.96875,21520213377
320521.84375,338324.75,319514.84375,337097.90625,337097.90625,43499118390
336964.5625,339968.625,334436.46875,337587.8125,337587.8125,24161343570
337521.1875,342680.34375,336429.0,342509.9375,342509.9375,18761478429
342454.9375,347767.25,335439.78125,342377.3125,342377.3125,35671495680
342387.8125,346901.3125,341711.625,341391.0625,341391.0625,29513703736
341457.15625,341337.78125,333777.125,336263.21875,336263.21875,28649082942
335697.71875,338768.53125,335545.34375,337172.75,337172.75,25354344946
337142.34375,337561.90625,330367.875,331807.96875,331807.96875,27543732997
331849.9375,332136.6875,324186.8125,328253.84375,328253.84375,22141901650
326911.0,330270.0625,323507.21875,329793.59375,329793.59375,20680744068
330017.625,334012.5,325995.0625,328979.34375,328979.34375,25120402180
328977.0,333600.84375,329426.96875,333200.21875,333200.21875,25594400601
332766.78125,334721.375,329366.3125,330619.375,330619.375,23608131200
330647.5625,330647.5625,323816.125,323848.53125,323848.53125,21846004171
324039.1875,326452.0,321886.25,325353.0625,325353.0625,49439561760
325535.78125,325752.21875,303388.21875,303722.21875,303722.21875,68114852100
303860.6875,310711.375,303106.59375,308622.90625,308622.90625,27697041800
309082.75,310512.84375,305315.125,306285.34375,306285.34375,24296452934
306137.125,318579.59375,310600.9375,318579.59375,318579.59375,29967238336
318829.375,322398.625,311557.0625,312746.75,312746.75,31483424832
312520.15625,311731.03125,309568.875,311046.625,311046.625,32609366175
311107.875,315168.5625,307610.5625,313058.71875,313058.71875,31922373696
312880.78125,314221.71875,307892.90625,308193.375,308193.375,22766631763
308564.5625,309240.9375,302879.09375,305025.3125,305025.3125,35064574150
305005.25,307969.03125,304295.40625,305061.78125,305061.78125,25563599108
305002.65625,305695.90625,250282.703125,250282.703125,250282.703125,49975199456
267584.875,281329.65625,263434.15625,267981.3125,267981.3125,71958350856
268235.46875,282730.21875,267650.0625,278510.84375,278510.84375,38193912250
278516.75,281758.375,276395.75,277885.0625,277885.0625,27689214930
277996.1875,280738.375,266097.875,275281.5,275281.5,27727569615
275264.78125,278047.5625,269554.5625,272890.125,272890.125,22014293600
272821.9375,272826.875,250549.21875,250655.328125,250655.328125,70519417353
250146.859375,269276.71875,238520.484375,263867.625,263867.625,72738299548
264423.6875,274192.28125,261338.09375,266990.9375,266990.9375,37605326080
267249.875,268001.625,262370.15625,263696.75,263696.75,25699196226
263616.96875,277422.0,259577.0,272785.8125,272785.8125,36941777642
272966.15625,274938.40625,267992.53125,270880.75,270880.75,20208778975
271016.3125,273578.0,266715.78125,269743.53125,269743.53125,22890367290
270159.78125,274079.1875,266927.59375,271958.40625,271958.40625,24482946898
272194.8125,272927.375,266599.0625,268792.6875,268792.6875,24243552408
268681.9375,272943.21875,266810.21875,271311.75,271311.75,22199181320
271359.09375,272380.40625,269774.53125,270397.75,270397.75,20807426040
270435.84375,277156.1875,270099.875,276433.59375,276433.59375,25161797592
276314.78125,283449.53125,275407.3125,282100.34375,282100.34375,24812501562
281921.5,291574.5625,281694.65625,287867.96875,287867.96875,30574808425
287980.78125,291202.6875,287397.40625,288425.625,288425.625,25484468188
288424.40625,294118.75,289051.65625,290827.78125,290827.78125,32089464128
290598.5625,291172.78125,282800.09375,283777.15625,283777.15625,28161936550
283977.34375,286347.21875,281409.5,281782.03125,281782.03125,25068022645
281607.15625,285782.875,281967.03125,283732.03125,283732.03125,22717635743
283434.25,283752.125,277406.4375,277967.75,277967.75,21226224794
277983.125,278802.03125,270845.6875,272303.8125,272303.8125,21829006440
272418.40625,274732.46875,268786.53125,272489.75,272489.75,24807430854
272310.15625,305401.9375,270741.8125,271288.90625,271288.90625,22590681288
271225.28125,272868.375,267279.21875,268013.5625,268013.5625,23566699580
267996.03125,269576.21875,268026.5625,267935.46875,267935.46875,22076782860
272262.125,272170.53125,270017.21875,273056.03125,273056.03125,23724668088
272918.90625,273325.59375,270845.5625,271319.0625,271319.0625,14899675704
271208.875,272341.09375,270635.75,271126.125,271126.125,16938288561
271132.0,270979.375,266678.625,267392.59375,267392.59375,23171787000
267256.0,274580.3125,265163.0625,272964.0625,272964.0625,29601507666
273340.46875,275466.34375,273250.03125,274812.84375,274812.84375,20590525317
274902.34375,280417.59375,274534.65625,279068.40625,279068.40625,29864123198
278869.6875,282269.84375,279170.59375,280308.09375,280308.09375,26658976652
280227.0625,280616.84375,278179.0625,279349.6875,279349.6875,16360087887
279110.09375,279571.40625,277262.5,277488.25,277488.25,16904993182
277582.40625,286256.625,277109.96875,285724.46875,285724.46875,29526845270
285573.9375,286805.59375,281683.875,282871.71875,282871.71875,27119053369
282815.5625,282546.84375,278046.9375,279695.6875,279695.6875,23393085975
279629.34375,281386.5625,277183.375,279844.59375,279844.59375,24136830840
279508.875,281888.65625,277968.3125,278131.125,278131.125,23064466590
278024.46875,280501.125,277722.0625,279815.4375,279815.4375,19319372670
279582.1875,280094.40625,278818.09375,279034.65625,279034.65625,15223648860
278903.46875,278904.375,277098.65625,278904.375,278904.375,27075477975
278882.34375,286449.53125,279926.53125,285519.21875,285519.21875,31950353285
285643.34375,287580.71875,280886.75,281297.34375,281297.34375,26627323800
281420.0625,283135.78125,281271.53125,279134.21875,279134.21875,21329625600
279357.6875,279965.875,278859.15625,279801.0625,279801.0625,19904873355
279581.96875,281393.15625,278818.03125,280959.5625,280959.5625,18252662535
280731.3125,283414.65625,280054.53125,283094.59375,283094.59375,19282403070
282894.0625,283730.75,279609.5,280438.5625,280438.5625,19878478443
280315.09375,287758.875,280028.03125,286762.03125,286762.03125,32408818035
286744.78125,289179.3125,285890.0,286418.25,286418.25,31214815038
286552.375,287174.0,286878.75,285362.3125,285362.3125,28302280410
285335.375,300692.65625,286301.5625,297157.625,297157.625,40584491660
297019.71875,309263.53125,296590.15625,305942.3125,305942.3125,48834555824
306244.125,307104.375,294792.75,295648.75,295648.75,25350085971
295895.0625,297048.59375,292001.5625,298055.28125,298055.28125,28578058908
298208.0,306346.875,297004.28125,304638.71875,304638.71875,34922154492
304461.21875,306538.71875,300106.28125,303297.125,303297.125,29202166565
303552.28125,313531.9375,302776.46875,309563.78125,309563.78125,42712375420
309141.25,313853.90625,309869.5,313825.71875,313825.71875,33417531925
313834.8125,319739.125,313834.8125,319680.09375,319680.09375,29444883424
319442.90625,333759.90625,319442.90625,322019.34375,322019.34375,51895766065
321960.3125,322363.3125,317632.71875,322363.3125,322363.3125,36280054208
322228.875,336236.15625,321973.53125,333449.375,333449.375,52586593000
333352.90625,346417.46875,333558.5,348842.46875,348842.46875,58184419958
348505.75,363541.0625,344712.03125,358055.21875,358055.21875,73578857597
358155.59375,379856.59375,357113.03125,373989.59375,373989.59375,89280228800
374556.25,379419.03125,352595.625,358199.5,358199.5,55409609696
359156.09375,372695.875,355594.25,370106.15625,370106.15625,42080611008
370687.3125,415691.96875,368574.625,410921.09375,410921.09375,115951089420
411699.28125,472176.84375,405643.21875,455369.03125,455369.03125,232711542360
455647.84375,560931.625,431621.34375,466695.96875,466695.96875,299252044000
462743.0,508563.5625,425692.5625,439365.625,439365.625,172656899152
441290.9375,455979.3125,403694.6875,431307.0625,431307.0625,141308432860
431075.5625,449869.15625,428960.90625,445142.21875,445142.21875,65219657678
442603.71875,449073.25,424963.625,430418.65625,430418.65625,59735329280
431520.71875,446860.84375,418345.34375,440417.4375,440417.4375,79018182324
440101.28125,441409.6875,381054.40625,390056.625,390056.625,110939720706
393531.96875,393648.125,347591.34375,359202.5,359202.5,123631587600
362660.75,399486.46875,361897.96875,391640.90625,391640.90625,90891418404
392041.59375,395569.34375,380431.71875,393910.0625,393910.0625,60829469190
393759.1875,395580.46875,385975.8125,389410.15625,389410.15625,45165614760
389579.75,391464.15625,371377.5625,375160.90625,375160.90625,51807584187
374655.875,387581.25,369956.34375,386327.09375,386327.09375,56042196203
385872.71875,395361.96875,385457.21875,391872.3125,391872.3125,59643311104
391286.4375,392213.4375,387510.09375,389994.75,389994.75,51033959442
390098.46875,391100.0625,375664.3125,376594.4375,376594.4375,51972966837
376897.0,378284.25,361953.1875,371491.03125,371491.03125,61318248498
371571.78125,378570.78125,368691.1875,377149.53125,377149.53125,32532660810
377204.90625,377245.28125,370610.8125,374323.09375,374323.09375,27035238354
374108.53125,376265.5625,372423.3125,374142.1875,374142.1875,31825237613
374105.125,374223.9375,367426.3125,366756.6875,366756.6875,33648071470
366755.59375,376282.4375,362885.375,375359.34375,375359.34375,47653183523
375470.3125,420993.0,375480.84375,404824.78125,404824.78125,121791563200
403880.125,419919.84375,400328.78125,413835.6875,413835.6875,63777659153
412794.28125,415562.5,407050.96875,413071.6875,413071.6875,42553730778
413176.84375,429849.90625,411089.40625,429494.34375,429494.34375,46743457775
429659.75,443223.71875,428429.40625,437401.84375,437401.84375,83118645768
437509.625,438688.40625,412365.09375,418691.78125,418691.78125,69825313610
417949.0625,421619.9375,403771.84375,417271.15625,417271.15625,62918794455
417438.40625,431777.65625,416402.84375,416416.0,416416.0,58492537064
416665.125,421954.8125,411511.21875,422251.09375,422251.09375,41604026024
422876.59375,453179.625,422304.5625,452207.65625,452207.65625,77062337008
452912.21875,468321.84375,450045.15625,452232.375,452232.375,90452758400
453622.40625,467387.78125,449042.375,464837.875,464837.875,74573890718
465094.0625,490206.40625,459154.4375,490206.40625,490206.40625,68183687468
488882.90625,500127.84375,480162.8125,493045.84375,493045.84375,107352302244
493547.6875,493887.9375,485799.5,489554.75,489554.75,61434744481
489321.46875,536260.5625,489574.78125,536260.5625,536260.5625,131643931520
536731.625,556628.25,487377.0625,516158.75,516158.75,156591776020
512199.125,524031.21875,505801.09375,514806.46875,514806.46875,65337355116
514233.21875,530399.8125,511080.40625,526244.625,526244.625,154605136000
525884.4375,546147.25,524854.625,546147.25,546147.25,97559239765
546014.625,546991.5625,522954.15625,532841.4375,532841.4375,126429410000
532657.5625,541231.6875,529787.125,539982.6875,539982.6875,56804986248
539709.125,549341.5,539513.375,547729.875,547729.875,71145832743
547654.25,550051.375,539635.875,546201.0625,546201.0625,56581872561
546097.125,546582.6875,513105.21875,522828.6875,522828.6875,89061517776
523009.40625,523575.0,504185.4375,515242.9375,515242.9375,91198692509
513829.84375,518813.25,509736.625,510845.96875,510845.96875,59489877252
511019.1875,521348.03125,510931.53125,518971.78125,518971.78125,55324095112
519781.1875,535591.1875,520261.0,531499.8125,531499.8125,66769326324
531348.0,535483.5625,528642.9375,533091.25,533091.25,45719891075
533211.75,535239.25,474718.9375,488189.6875,488189.6875,135908411700
487300.5625,496066.96875,478372.65625,494681.78125,494681.78125,62699024440
495290.125,500509.0,488723.03125,492968.5,492968.5,57948101640
492757.1875,506828.25,491473.21875,506828.25,506828.25,60396283075
507199.3125,508893.0625,496429.90625,501875.75,501875.75,55160690160
500999.34375,508677.84375,492009.40625,505911.90625,505911.90625,54045545034
506092.875,512567.25,502287.40625,510103.59375,510103.59375,42607754105
510441.8125,512133.03125,507209.71875,509051.25,509051.25,35346951870
509215.6875,509409.46875,498978.5625,505155.40625,505155.40625,46559806550
505214.15625,517275.09375,505932.96875,514646.375,514646.375,45723198025
514620.21875,514809.59375,510081.25,513928.71875,513928.71875,41073608576
513804.96875,513779.0625,509899.5625,514823.03125,514823.03125,40842829800
515909.96875,548986.9375,515621.8125,548100.25,548100.25,104776928520
547489.9375,551817.3125,540817.9375,547021.4375,547021.4375,68787131420
547206.0625,548723.25,539368.25,540239.625,540239.625,38957609320
540996.375,541082.0625,531477.25,540698.25,540698.25,43444891546
541551.5625,544444.75,536207.9375,539961.125,539961.125,48706654000
539664.9375,540686.75,526980.125,526980.125,526980.125,139830134710
525740.375,525922.3125,512302.6875,523791.53125,523791.53125,210654878720
523690.96875,525258.0,520460.59375,519542.84375,519542.84375,53058917790
519481.28125,519403.84375,442228.59375,442228.59375,442228.59375,186138987020
443129.25,474062.0,430798.15625,470395.09375,470395.09375,146084461120
469928.96875,474557.21875,461359.46875,463843.375,463843.375,54986270680
463156.65625,469015.9375,455881.4375,468461.65625,468461.65625,65827086883
468289.84375,466179.4375,457150.125,458767.59375,458767.59375,56502602838
458274.03125,513850.125,455383.5,507755.53125,507755.53125,147071841600
507032.9375,511038.40625,488713.875,493631.34375,493631.34375,82224964980
493016.5,494338.84375,449272.625,457678.46875,457678.46875,109541915162
457609.03125,472098.3125,457067.0,463660.09375,463660.09375,67303951418
464391.1875,485203.34375,463682.84375,482231.375,482231.375,65608289912
481448.71875,481694.125,464018.9375,469389.625,469389.625,70772111424
469720.34375,477247.59375,469510.21875,469689.5,469689.5,69643824840
470038.03125,476088.5625,469562.5,477031.375,477031.375,57277293344
477241.53125,478241.03125,458142.65625,458795.875,458795.875,71479036476
458577.5,462492.5,440186.9375,458066.84375,458066.84375,103962706055
457331.71875,459808.71875,454466.0625,456595.40625,456595.40625,36556602084
456641.25,459120.65625,444013.625,445138.65625,445138.65625,45742209530
445842.40625,455055.0,443461.78125,448334.96875,448334.96875,62080505493
448171.53125,455904.71875,448704.8125,453864.6875,453864.6875,48942618483
454104.65625,455560.5,441723.9375,444234.75,444234.75,55156826720
444504.9375,465813.8125,444953.59375,464353.1875,464353.1875,82580699363
463523.65625,465108.53125,464610.40625,465787.6875,465787.6875,52808686750
465835.875,465886.5,448722.59375,453705.25,453705.25,59344914007
453695.625,458945.75,452279.25,454350.59375,454350.59375,44728477557
454515.875,457427.5,449389.625,449327.6875,449327.6875,57357390809
449298.8125,455022.8125,449983.5,450588.03125,450588.03125,66287052180
450728.21875,458759.46875,450601.375,453547.84375,453547.84375,101168705497
454100.46875,457955.28125,450651.21875,454821.6875,454821.6875,89101225044
454860.03125,463827.25,456089.40625,463421.1875,463421.1875,80853616800
463877.03125,472583.15625,463877.03125,472583.15625,472583.15625,74665510200
473876.0,491465.53125,473876.0,491465.53125,491465.53125,89873878130
491873.4375,496314.78125,482425.78125,485176.28125,485176.28125,89801587941
486688.125,498598.03125,486455.3125,495745.84375,495745.84375,88924339395
